Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Scrm,Yds/Scr,GameDateID
Lamar Jackson,BAL,17,20,324,12,57.1,224,11.2,180,10.6,9.0,144,8.5,1,5.3%,1,5.3%,1,9,3,0,0,,Sunday Sep 8 2019-Baltimore Ravens
Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Scrm,Yds/ScrSunday Sep 8 2019-Miami Dolphins
